[(array([202, 498, 410, 521, 363, 147, 582, 558, 135, 408,  76, 119, 579,
         162, 483, 336, 562, 271, 626, 312, 218, 139, 146, 484, 221, 260,
         213,  77,  23,  84, 535, 204,  53, 307, 528, 520, 277, 395, 587,
         400, 351,  26, 114, 399,  63, 563, 128, 581, 592, 480, 443, 411,
         449, 280,   9, 158, 166,  64, 588, 320, 177,  38, 248, 401,  17,
         628, 564,  20, 423, 247, 182,  42, 187, 446,  49, 150, 437, 102,
          18, 231,  46, 533, 327, 268,  28, 352, 123,  91, 550, 238, 217,
         209, 145, 223, 108, 595, 220, 426,  93, 250, 298, 577, 388, 576,
         567, 479, 322, 362, 201, 219,  29, 569, 527, 485, 329, 317,  81,
         422, 330, 455, 433, 164,  27, 228,  85, 124,  45,  39, 444, 183,
          47, 190, 406,   0, 632, 619,  35, 565, 402,  41,  55, 614, 365,
         188, 428, 368, 137, 353, 319, 224, 115, 241, 240,  72,  86, 516,
         358, 617, 560, 492, 173, 545, 525, 315,   8, 212, 294, 340, 105,
         181,  68, 461, 257, 354,  51, 398, 229,  15,  59, 489, 159, 348,
         198, 601, 375, 575, 281,  57, 270, 197, 596, 465, 279, 416, 113,
         424, 163, 425, 148,  21,  73, 196, 547, 324, 309, 370, 600, 608,
         138, 524, 481, 505, 328, 471, 154, 292, 610, 578, 594, 495, 152,
         413, 519, 136, 293, 526, 609, 373, 599, 117, 421, 222,  96, 420,
         434, 165, 254, 297, 275, 561, 303, 350, 635, 359, 133, 389, 589,
           3,  92, 574,  83, 290, 381, 573, 474, 409,  36,  74, 207, 439,
         316, 625,  50, 233,   2, 127, 394,  11,   5, 552, 232, 258, 606,
         251, 534, 227, 314, 149, 321, 106, 116, 141, 243, 134,  71, 405,
          98,  58, 175, 371, 584, 616, 440,  56, 454, 513, 504, 170, 585,
         160, 473,  48,  31, 107, 346, 261,  80, 571, 602, 168, 296, 441,
         566, 262, 502, 313, 494, 239, 291, 497, 301, 272, 435, 380,  67,
         167, 331, 460, 407, 120, 286, 506, 230, 482, 639, 225, 335, 210,
          70,   4, 263, 507, 387, 132,   7, 142,  82, 169, 450, 542, 104,
         215, 486, 143, 612, 442, 118, 245, 493, 598,  97, 509, 278, 185,
         112, 342, 415, 570, 194,  94, 242, 192, 476, 549, 179, 178, 624,
         458, 255, 191, 591, 151, 586, 551, 306, 200,  61, 249, 512, 288,
         491, 418, 161, 264, 283, 103, 496, 631, 376, 556, 214, 627, 140,
         172, 629, 427, 144, 397,  60, 308, 157, 390, 462,  44, 109, 174,
         121, 490, 559, 259, 282, 464,  16, 500,  32, 176,  14, 611, 349,
         605, 531,  95, 487, 386, 344, 557, 129,  54, 382, 633,  33, 391,
         623, 237,  19, 523, 343, 429, 436, 432,  37, 199, 355,  87, 285,
         226,  10, 357, 615, 583, 466, 447, 572, 125, 404,  24, 101,  34,
          89, 467, 553, 347,  65, 478,  25, 326, 430, 379, 634, 131]),
  array([459, 396,  88,  40, 126, 244, 540, 469,  99,  66, 367,  22, 510,
         276, 372, 501, 345, 110, 378,  12, 431, 208, 383, 472, 530, 266,
         414,  90, 256, 341, 385,  69,   1, 503, 613, 171, 318,  30, 541,
         153, 620, 310, 216, 205, 637, 636, 517, 111, 311, 186, 445, 234,
         508, 537, 377, 325, 299, 417, 211, 568, 189, 511, 622, 193, 597,
         403, 384, 203, 338, 419, 265, 463, 180, 235, 236, 532, 155, 252,
         518, 361, 621, 451, 393, 287, 499, 122,  75,   6, 452, 156, 332,
          78, 100, 438, 374, 206, 539, 475, 267, 477, 457,  79, 536, 630,
         339, 514, 300, 337, 590,  62, 544, 453, 412, 246, 195, 580, 538,
         360, 515, 554, 470, 543, 604, 273, 289, 323, 130, 448, 488, 333,
         356, 618, 284, 302, 456, 392, 334, 364, 548, 607, 546, 593, 304,
         295, 529, 555,  52, 468, 253,  13, 366, 522,  43, 369, 269, 184,
         274, 305, 603, 638])),
 (array([332, 402,  44, 457, 587, 614, 629, 581, 107,  77, 255, 472, 541,
         468,  74,  86, 262, 189, 379, 532,  23, 238, 115,  69, 564, 102,
         557,  28, 517, 318,  92, 470,  60, 437, 479,  62, 385, 207, 383,
         352, 304, 247, 121, 175, 106, 424, 312, 331, 226, 188, 326, 431,
         415, 504, 543, 177, 236, 604, 199, 518, 147, 178, 420, 131, 547,
         234, 600, 635,  43,   3, 583, 179, 293, 180, 579,   4, 526, 235,
         522,  89,  87, 567, 158, 218, 321, 300,  35, 323,  16, 406, 291,
         329, 400,  84,  10, 227, 205, 324, 451, 220, 151, 308,  26, 622,
         405, 374,  33, 638, 537, 163, 181,  80,  72, 341, 546,  31, 535,
         327,  81, 313, 596, 153, 363,  59,  27, 473, 441, 375, 427, 355,
          38,  12,  67, 509,  90, 381, 132, 311, 425,  79, 237, 398, 590,
         357, 377, 510, 200, 487, 528, 198, 167, 500, 233, 141, 390,  14,
         241, 139, 498, 279, 136, 548, 627, 619, 503, 609, 467, 307, 208,
         582, 348, 492, 471, 466, 529, 316, 478, 150, 191, 475, 613, 219,
         634, 603, 452, 411, 145, 249,  76, 257, 100, 356, 161, 265, 343,
         612, 261,  97, 608, 302, 382, 591, 490, 486, 162, 275, 395,  22,
         305, 242,  88, 186, 462, 444, 225, 171, 125,  56, 258, 253,  24,
         597, 631, 271,  66, 396, 256, 358, 211, 628, 428, 506, 210, 637,
         601,  48, 146, 168,  50,  65, 250,  41, 185, 620, 584, 174, 491,
         369, 172, 272,  55,  17, 298, 392, 416, 328, 290, 616, 534, 499,
         124,   8, 378, 276, 231, 135, 585, 563, 605, 314, 223, 126, 387,
         373, 485, 240,  47, 215, 450, 209, 419, 542, 624,  46, 565, 365,
         320, 197, 284, 482,  82,  25, 520, 408, 127, 575, 469, 443, 283,
         515, 630, 230, 170, 128, 505, 297, 586, 252, 507, 244,  21, 364,
         342, 538, 239, 502, 184, 134, 354,   7,  85,  36, 212,  83, 636,
          63, 592, 558, 484, 228,  96, 280, 359, 206, 142, 391, 421,  45,
         301, 281, 339, 464,  93, 266, 138, 335, 514, 527, 524, 531, 495,
          18, 523, 459, 104, 245, 353, 589, 460, 111,  51, 423, 576, 494,
         143, 103,  15, 536,  95, 101,  34, 251, 338, 633, 476,  98, 611,
         512, 446, 289, 621, 337, 144,  99, 386, 216, 303, 156, 554, 413,
         299, 412, 617,  61, 403, 573,  78,  32, 372, 454, 483, 310,  49,
         243, 274,  19, 267, 388, 389, 445,  54, 122, 559, 346, 497, 277,
          73,  58, 140, 340,  20,  53, 455, 133, 516, 202, 501, 130, 593,
         213, 196, 309,  52, 577, 572, 112, 306,  70, 566, 270, 109,  94,
